id,item_id,dept_id,cat_id,store_id,state_id,day,demand,d,date,wday,month,weekday,event_name_1,wm_yr_wk,sell_price,lag_1,lag_7,lag_14,lag_28,rmean_7,rstd_7,rmean_14,rstd_14,rmean_28,rstd_28,price_change,price_pct_change,rolling_price_mean_28,day_of_week,is_weekend,is_month_start,is_month_end,year,day_of_year,is_event,time_index,naive_forecast,residual,dow,time_idx
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_507,45.0,d_507,2012-06-18,3,6,Monday,,11221,1.48,87.0,88.0,60.0,52.0,85.42857142857143,29.12534487839952,86.35714285714286,29.782821953543944,76.21428571428571,27.61153428183253,0.0,0.0,1.48,Monday,0,0,0,2012,170,0,506,87.0,-42.0,0,506
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_508,27.0,d_508,2012-06-19,4,6,Tuesday,,11221,1.48,45.0,53.0,48.0,59.0,79.28571428571429,32.795905667802906,85.28571428571429,31.046933631392708,75.96428571428571,27.86938070629429,0.0,0.0,1.48,Tuesday,0,0,0,2012,171,0,507,45.0,-18.0,1,507
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_509,19.0,d_509,2012-06-20,5,6,Wednesday,,11221,1.48,27.0,65.0,80.0,37.0,75.57142857142857,37.41593752603801,83.78571428571429,33.40469467565363,74.82142857142857,29.214473292110487,0.0,0.0,1.48,Wednesday,0,0,0,2012,172,0,508,27.0,-8.0,2,508
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_510,0.0,d_510,2012-06-21,6,6,Thursday,NBAFinalsEnd,11221,1.48,19.0,63.0,63.0,72.0,69.0,43.17792645939973,79.42857142857143,37.64554174383507,74.17857142857143,30.25699009709057,0.0,0.0,1.48,Thursday,0,0,0,2012,173,1,509,19.0,-19.0,3,509
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_511,0.0,d_511,2012-06-22,7,6,Friday,,11221,1.48,0.0,138.0,108.0,92.0,60.0,50.57008338270099,74.92857142857143,43.12676178914431,71.60714285714286,33.3503726290628,0.0,0.0,1.48,Friday,0,0,0,2012,174,0,510,0.0,0.0,4,510
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_512,89.0,d_512,2012-06-23,1,6,Saturday,,11222,1.28,0.0,104.0,120.0,76.0,40.285714285714285,41.10845122240388,67.21428571428571,46.2986601757108,68.32142857142857,35.714976183801525,-0.1999999999999999,-0.1351351351351351,1.48,Saturday,1,0,0,2012,175,0,511,0.0,89.0,5,511
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_513,131.0,d_513,2012-06-24,2,6,Sunday,,11222,1.28,89.0,87.0,132.0,91.0,38.142857142857146,37.46299761733152,65.0,44.277099481126285,68.78571428571429,35.90249877082937,0.0,0.0,1.4728571428571429,Sunday,1,0,0,2012,176,0,512,89.0,42.0,6,512
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_514,72.0,d_514,2012-06-25,3,6,Monday,,11222,1.28,131.0,45.0,88.0,72.0,44.42857142857143,48.95527599369699,64.92857142857143,44.161354991952976,70.21428571428571,37.57595482422725,0.0,0.0,1.4657142857142855,Monday,0,0,0,2012,177,0,513,131.0,-59.0,0,513
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_515,106.0,d_515,2012-06-26,4,6,Tuesday,,11222,1.28,72.0,27.0,53.0,27.0,48.285714285714285,50.05901279394909,63.785714285714285,43.72321786213585,70.21428571428571,37.57595482422725,0.0,0.0,1.4585714285714284,Tuesday,0,0,0,2012,178,0,514,72.0,34.0,1,514
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_516,72.0,d_516,2012-06-27,5,6,Wednesday,,11222,1.28,106.0,19.0,65.0,40.0,59.57142857142857,53.263048926553004,67.57142857142857,44.99352822815297,73.03571428571429,37.17474465563451,0.0,0.0,1.4514285714285715,Wednesday,0,0,0,2012,179,0,515,106.0,-34.0,2,515
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_517,68.0,d_517,2012-06-28,6,6,Thursday,,11222,1.28,72.0,0.0,63.0,58.0,67.14285714285714,50.21430264851031,68.07142857142857,45.00164832146003,74.17857142857143,36.60909983154704,0.0,0.0,1.4442857142857142,Thursday,0,0,0,2012,180,0,516,72.0,-4.0,3,516
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_518,130.0,d_518,2012-06-29,7,6,Friday,,11222,1.28,68.0,0.0,138.0,92.0,76.85714285714286,40.744850682544616,68.42857142857143,44.97813876799464,74.53571428571429,36.49401994934895,0.0,0.0,1.4371428571428573,Friday,0,0,0,2012,181,0,517,68.0,62.0,4,517
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_519,141.0,d_519,2012-06-30,1,6,Saturday,,11223,1.28,130.0,89.0,104.0,92.0,95.42857142857144,27.275490480509795,67.85714285714286,44.06787970821874,75.89285714285714,37.84895838452675,0.0,0.0,1.4300000000000002,Saturday,1,0,1,2012,182,0,518,130.0,11.0,5,518
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_520,119.0,d_520,2012-07-01,2,7,Sunday,,11223,1.28,141.0,131.0,87.0,65.0,102.85714285714286,31.918795776305902,70.5,47.3867069967941,77.64285714285714,39.70839475169704,0.0,0.0,1.4228571428571428,Sunday,1,1,0,2012,183,0,519,141.0,-22.0,6,519
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_521,38.0,d_521,2012-07-02,3,7,Monday,,11223,1.28,119.0,72.0,45.0,60.0,101.14285714285714,30.44354650512196,72.78571428571429,48.98850504326135,79.57142857142857,40.37732089091635,0.0,0.0,1.4157142857142857,Monday,0,0,0,2012,184,0,520,119.0,-81.0,0,520
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_522,104.0,d_522,2012-07-03,4,7,Tuesday,,11223,1.28,38.0,106.0,27.0,48.0,96.28571428571428,37.71257211114213,72.28571428571429,49.3284573374915,78.78571428571429,40.98180006427151,0.0,0.0,1.4085714285714286,Tuesday,0,0,0,2012,185,0,521,38.0,66.0,1,521
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_523,116.0,d_523,2012-07-04,5,7,Wednesday,IndependenceDay,11223,1.28,104.0,72.0,19.0,80.0,96.0,37.63420430052073,77.78571428571429,48.16985743008984,80.78571428571429,40.78975646904773,0.0,0.0,1.4014285714285717,Wednesday,0,0,0,2012,186,1,522,104.0,12.0,2,522
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_524,75.0,d_524,2012-07-05,6,7,Thursday,,11223,1.28,116.0,68.0,0.0,63.0,102.28571428571428,36.61836645598437,84.71428571428571,45.99068228612045,82.07142857142857,41.32789262707085,0.0,0.0,1.3942857142857144,Thursday,0,0,0,2012,187,0,523,116.0,-41.0,3,523
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_525,123.0,d_525,2012-07-06,7,7,Friday,,11223,1.28,75.0,130.0,0.0,108.0,103.28571428571428,35.607650328332,90.07142857142857,39.23590248683036,82.5,41.18476884948092,0.0,0.0,1.3871428571428572,Friday,0,0,0,2012,188,0,524,75.0,48.0,4,524
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_526,110.0,d_526,2012-07-07,1,7,Saturday,,11224,1.28,123.0,141.0,89.0,120.0,102.28571428571428,34.82199633236768,98.85714285714286,30.26004510357423,83.03571428571429,41.62396224297035,0.0,0.0,1.38,Saturday,1,0,0,2012,189,0,525,123.0,-13.0,5,525
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_527,89.0,d_527,2012-07-08,2,7,Sunday,,11224,1.28,110.0,119.0,131.0,132.0,97.85714285714286,30.818979928114484,100.35714285714286,30.254324911063424,82.67857142857143,41.33696540621599,0.0,0.0,1.3728571428571428,Sunday,1,0,0,2012,190,0,526,110.0,-21.0,6,526
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_528,67.0,d_528,2012-07-09,3,7,Monday,,11224,1.28,89.0,38.0,72.0,88.0,93.57142857142856,29.44405510374515,97.35714285714286,29.04004434955624,81.14285714285714,40.22042440952765,0.0,0.0,1.365714285714286,Monday,0,0,0,2012,191,0,527,89.0,-22.0,0,527
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_529,62.0,d_529,2012-07-10,4,7,Tuesday,,11224,1.28,67.0,104.0,106.0,53.0,97.71428571428572,21.210958533379905,97.0,29.40434295500244,80.39285714285714,40.28356827561159,0.0,0.0,1.3585714285714283,Tuesday,0,0,0,2012,192,0,528,67.0,-5.0,1,528
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_530,59.0,d_530,2012-07-11,5,7,Wednesday,,11224,1.28,62.0,116.0,72.0,65.0,91.71428571428572,24.777101563838368,93.85714285714286,30.691660463031955,80.71428571428571,40.09235370238088,0.0,0.0,1.3514285714285716,Wednesday,0,0,0,2012,193,0,529,62.0,-3.0,2,529
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_531,69.0,d_531,2012-07-12,6,7,Thursday,,11224,1.28,59.0,75.0,68.0,63.0,83.57142857142857,24.831815230044047,92.92857142857144,31.587398377576985,80.5,40.19535628236992,0.0,0.0,1.3442857142857143,Thursday,0,0,0,2012,194,0,530,59.0,10.0,3,530
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_532,94.0,d_532,2012-07-13,7,7,Friday,,11224,1.28,69.0,123.0,130.0,138.0,82.71428571428571,25.276565468923224,93.0,31.52776554086916,80.71428571428571,40.11451860828684,0.0,0.0,1.3371428571428574,Friday,0,0,0,2012,195,0,531,69.0,25.0,4,531
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_533,115.0,d_533,2012-07-14,1,7,Saturday,,11225,1.28,94.0,110.0,141.0,104.0,78.57142857142857,19.22547912586439,90.42857142857144,29.69256391166597,79.14285714285714,38.6213472785253,0.0,0.0,1.3299999999999998,Saturday,1,0,0,2012,196,0,532,94.0,21.0,5,532
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_534,122.0,d_534,2012-07-15,2,7,Sunday,,11225,1.28,115.0,89.0,119.0,87.0,79.28571428571429,20.62938265124356,88.57142857142857,26.974957861846026,79.53571428571429,38.93820569099005,0.0,0.0,1.3228571428571427,Sunday,1,0,0,2012,197,0,533,115.0,7.0,6,533
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_535,61.0,d_535,2012-07-16,3,7,Monday,,11225,1.28,122.0,67.0,38.0,45.0,84.0,26.229754097208,88.78571428571429,27.24582839326383,80.78571428571429,39.74022790933266,0.0,0.0,1.3157142857142858,Monday,0,0,0,2012,198,0,534,122.0,-61.0,0,534
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_536,83.0,d_536,2012-07-17,4,7,Tuesday,,11225,1.28,61.0,62.0,104.0,27.0,83.14285714285714,26.965586534374825,90.42857142857144,24.503419810663143,81.35714285714286,39.31940835027736,0.0,0.0,1.3085714285714285,Tuesday,0,0,0,2012,199,0,535,61.0,22.0,1,535
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_537,61.0,d_537,2012-07-18,5,7,Wednesday,,11225,1.28,83.0,59.0,116.0,19.0,86.14285714285714,25.34053782268358,88.92857142857143,24.250184093557834,83.35714285714286,37.8488360657812,0.0,0.0,1.3014285714285716,Wednesday,0,0,0,2012,200,0,536,83.0,-22.0,2,536
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_538,82.0,d_538,2012-07-19,6,7,Thursday,,11225,1.28,61.0,69.0,75.0,0.0,86.42857142857143,24.992379791029258,85.0,23.980761519954697,84.85714285714286,35.99044552811424,0.0,0.0,1.2942857142857145,Thursday,0,0,0,2012,201,0,537,61.0,21.0,3,537
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_539,115.0,d_539,2012-07-20,7,7,Friday,Ramadan starts,11225,1.28,82.0,94.0,123.0,0.0,88.28571428571429,23.94239117628177,85.5,23.82871570831524,87.78571428571429,31.93785301216167,0.0,0.0,1.2871428571428571,Friday,0,0,0,2012,202,1,538,82.0,33.0,4,538
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_540,103.0,d_540,2012-07-21,1,7,Saturday,,11226,1.28,115.0,115.0,110.0,89.0,91.28571428571428,26.00457835147679,84.92857142857143,22.939600579026905,91.89285714285714,27.286327176694936,0.0,0.0,1.28,Saturday,1,0,0,2012,203,0,539,115.0,-12.0,5,539
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_541,137.0,d_541,2012-07-22,2,7,Sunday,,11226,1.28,103.0,122.0,89.0,131.0,89.57142857142857,24.534717869834594,84.42857142857143,22.421535958209724,92.39285714285714,27.35952577793776,0.0,0.0,1.28,Sunday,1,0,0,2012,204,0,540,103.0,34.0,6,540
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_542,71.0,d_542,2012-07-23,3,7,Monday,,11226,1.28,137.0,61.0,67.0,72.0,91.71428571428572,28.217691174830293,87.85714285714286,26.477442192458128,92.60714285714286,27.69454991939904,0.0,0.0,1.28,Monday,0,0,0,2012,205,0,541,137.0,-66.0,0,541
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_543,54.0,d_543,2012-07-24,4,7,Tuesday,,11226,1.28,71.0,83.0,62.0,106.0,93.14285714285714,26.610953705999663,88.14285714285714,26.25571627974857,92.57142857142856,27.72273912423256,0.0,0.0,1.28,Tuesday,0,0,0,2012,206,0,542,71.0,-17.0,1,542
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_544,134.0,d_544,2012-07-25,5,7,Wednesday,,11226,1.28,54.0,61.0,59.0,72.0,89.0,30.43572462310259,87.57142857142857,26.94642629570584,90.71428571428572,28.52011264698677,0.0,0.0,1.28,Wednesday,0,0,0,2012,207,0,543,54.0,80.0,2,543
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_545,52.0,d_545,2012-07-26,6,7,Thursday,,11226,1.28,134.0,82.0,69.0,68.0,99.42857142857144,31.72200678213336,92.92857142857144,28.252880821701908,92.92857142857144,29.40638450635235,0.0,0.0,1.28,Thursday,0,0,0,2012,208,0,544,134.0,-82.0,3,544
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_546,92.0,d_546,2012-07-27,7,7,Friday,,11226,1.28,52.0,115.0,94.0,130.0,95.14285714285714,36.18207922636367,91.71428571428572,29.689232887539657,92.35714285714286,30.057000522727986,0.0,0.0,1.28,Friday,0,0,0,2012,209,0,545,52.0,40.0,4,545
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_547,109.0,d_547,2012-07-28,1,7,Saturday,,11227,1.28,92.0,103.0,115.0,141.0,91.85714285714286,35.1066402618677,91.57142857142856,29.682199497897454,91.0,29.13824011564574,0.0,0.0,1.28,Saturday,1,0,0,2012,210,0,546,92.0,17.0,5,546
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_548,131.0,d_548,2012-07-29,2,7,Sunday,,11227,1.28,109.0,137.0,122.0,119.0,92.71428571428572,35.49513715855683,91.14285714285714,29.35946222222129,89.85714285714286,27.6963887012357,0.0,0.0,1.28,Sunday,1,0,0,2012,211,0,547,109.0,22.0,6,547
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_549,72.0,d_549,2012-07-30,3,7,Monday,,11227,1.28,131.0,71.0,61.0,38.0,91.85714285714286,34.29979869439747,91.78571428571428,30.17431044761468,90.28571428571428,28.251328572963708,0.0,0.0,1.28,Monday,0,0,0,2012,212,0,548,131.0,-59.0,0,548
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_550,61.0,d_550,2012-07-31,4,7,Tuesday,,11227,1.28,72.0,54.0,83.0,104.0,92.0,34.200389861325654,92.57142857142856,29.445423532919065,91.5,26.603397165413487,0.0,0.0,1.28,Tuesday,0,0,1,2012,213,0,549,72.0,-11.0,1,549
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_551,41.0,d_551,2012-08-01,5,8,Wednesday,,11227,1.28,61.0,134.0,61.0,116.0,93.0,32.984845004941285,91.0,30.56141357987253,89.96428571428571,27.091726416225857,0.0,0.0,1.28,Wednesday,0,1,0,2012,214,0,550,61.0,-20.0,2,550
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_552,99.0,d_552,2012-08-02,6,8,Thursday,,11227,1.28,41.0,52.0,82.0,75.0,79.71428571428571,32.44335723336024,89.57142857142857,32.47890270435776,87.28571428571429,28.110703303397266,0.0,0.0,1.28,Thursday,0,0,0,2012,215,0,551,41.0,58.0,3,551
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_553,133.0,d_553,2012-08-03,7,8,Friday,,11227,1.28,99.0,92.0,115.0,123.0,86.42857142857143,30.560634498524088,90.78571428571428,32.49184174865742,88.14285714285714,28.0881077850002,0.0,0.0,1.28,Friday,0,0,0,2012,216,0,552,99.0,34.0,4,552
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_554,103.0,d_554,2012-08-04,1,8,Saturday,,11228,1.28,133.0,109.0,103.0,110.0,92.28571428571428,35.35870607414948,92.07142857142856,33.85140443789001,88.5,28.60652606195521,0.0,0.0,1.28,Saturday,1,0,0,2012,217,0,553,133.0,-30.0,5,553
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_555,191.0,d_555,2012-08-05,2,8,Sunday,,11228,1.28,103.0,131.0,137.0,89.0,91.42857142857144,34.95643547263337,92.07142857142856,33.85140443789001,88.25,28.44178590006568,0.0,0.0,1.28,Sunday,1,0,0,2012,218,0,554,103.0,88.0,6,554
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_556,106.0,d_556,2012-08-06,3,8,Monday,,11228,1.28,191.0,72.0,71.0,67.0,100.0,50.27590542861129,95.92857142857144,41.56267609233145,91.89285714285714,34.440866429625,0.0,0.0,1.28,Monday,0,0,0,2012,219,0,555,191.0,-85.0,0,555
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_557,65.0,d_557,2012-08-07,4,8,Tuesday,,11228,1.28,106.0,61.0,54.0,62.0,104.85714285714286,48.73885709037697,98.42857142857144,40.99664955487571,93.28571428571428,34.184528819072526,0.0,0.0,1.28,Tuesday,0,0,0,2012,220,0,556,106.0,-41.0,1,556
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_558,93.0,d_558,2012-08-08,5,8,Wednesday,,11228,1.28,65.0,41.0,134.0,59.0,105.42857142857144,48.15896296937584,99.21428571428572,40.17687542207998,93.39285714285714,34.08740321879987,0.0,0.0,1.28,Wednesday,0,0,0,2012,221,0,557,65.0,28.0,2,557
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_559,124.0,d_559,2012-08-09,6,8,Thursday,,11228,1.28,93.0,99.0,52.0,69.0,112.85714285714286,39.85987360503697,96.28571428571428,38.92088340255372,94.60714285714286,33.415830453060934,0.0,0.0,1.28,Thursday,0,0,0,2012,222,0,558,93.0,31.0,3,558
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_560,143.0,d_560,2012-08-10,7,8,Friday,,11228,1.28,124.0,133.0,92.0,94.0,116.42857142857144,39.52997656992787,101.42857142857144,37.3439610723266,96.57142857142856,33.47130177223515,0.0,0.0,1.28,Friday,0,0,0,2012,223,0,559,124.0,19.0,4,559
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_561,190.0,d_561,2012-08-11,1,8,Saturday,,11229,1.28,143.0,103.0,109.0,115.0,117.85714285714286,40.39978783536933,105.07142857142856,38.81210018639982,98.32142857142856,34.5939981643449,0.0,0.0,1.28,Saturday,1,0,0,2012,224,0,560,143.0,47.0,5,560
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_562,131.0,d_562,2012-08-12,2,8,Sunday,,11229,1.28,190.0,191.0,131.0,122.0,130.28571428571428,47.77626428019908,110.85714285714286,44.98864325558215,101.0,38.60435592386287,0.0,0.0,1.28,Sunday,1,0,0,2012,225,0,561,190.0,-59.0,6,561
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_563,93.0,d_563,2012-08-13,3,8,Monday,,11229,1.28,131.0,106.0,72.0,61.0,121.71428571428572,39.781546332079984,110.85714285714286,44.98864325558215,101.32142857142856,38.82253409347647,0.0,0.0,1.28,Monday,0,0,0,2012,226,0,562,131.0,-38.0,0,562
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_564,91.0,d_564,2012-08-14,4,8,Tuesday,,11229,1.28,93.0,65.0,61.0,83.0,119.85714285714286,40.92443675616712,112.35714285714286,43.93107738764866,102.46428571428572,38.05501100293957,0.0,0.0,1.28,Tuesday,0,0,0,2012,227,0,563,93.0,-2.0,1,563
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_565,101.0,d_565,2012-08-15,5,8,Wednesday,,11229,1.28,91.0,93.0,41.0,61.0,123.57142857142856,35.99933861826324,114.5,41.918877700772505,102.75,37.93329916030472,0.0,0.0,1.28,Wednesday,0,0,0,2012,228,0,564,91.0,10.0,2,564
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_566,104.0,d_566,2012-08-16,6,8,Thursday,,11229,1.28,101.0,124.0,99.0,82.0,124.71428571428572,34.97958588336098,118.78571428571428,36.54960500981701,104.17857142857144,37.04557110673728,0.0,0.0,1.28,Thursday,0,0,0,2012,229,0,565,101.0,3.0,3,565
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_567,152.0,d_567,2012-08-17,7,8,Friday,,11229,1.28,104.0,143.0,133.0,115.0,121.85714285714286,35.853538046839795,119.14285714285714,36.3653620969127,104.96428571428572,36.79017797955298,0.0,0.0,1.28,Friday,0,0,0,2012,230,0,566,104.0,48.0,4,566
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_568,214.0,d_568,2012-08-18,1,8,Saturday,,11230,1.28,152.0,190.0,103.0,103.0,123.14285714285714,36.88463352774687,120.5,37.26567816679019,106.28571428571428,37.81422145060418,0.0,0.0,1.28,Saturday,1,0,0,2012,231,0,567,152.0,62.0,5,567
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_569,112.0,d_569,2012-08-19,2,8,Sunday,Eid al-Fitr,11230,1.28,214.0,131.0,191.0,137.0,126.57142857142856,44.47042891202024,128.42857142857142,44.384186868253614,110.25,42.92942097425931,0.0,0.0,1.28,Sunday,1,0,0,2012,232,1,568,214.0,-102.0,6,568
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_570,85.0,d_570,2012-08-20,3,8,Monday,,11230,1.28,112.0,93.0,106.0,71.0,123.85714285714286,44.7341352564555,122.78571428571428,40.68486502076976,109.35714285714286,42.61126114913248,0.0,0.0,1.28,Monday,0,0,0,2012,233,0,569,112.0,-27.0,0,569
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_571,48.0,d_571,2012-08-21,4,8,Tuesday,,11230,1.28,85.0,91.0,65.0,54.0,122.71428571428572,45.74463278431063,121.28571428571428,41.725160406989744,109.85714285714286,42.22489548763607,0.0,0.0,1.28,Tuesday,0,0,0,2012,234,0,570,85.0,-37.0,1,570
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_572,78.0,d_572,2012-08-22,5,8,Wednesday,,11230,1.28,48.0,101.0,93.0,134.0,116.57142857142856,53.021558957519474,120.07142857142856,43.69028106273377,109.64285714285714,42.53296262962292,0.0,0.0,1.28,Wednesday,0,0,0,2012,235,0,571,48.0,30.0,2,571
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_573,85.0,d_573,2012-08-23,6,8,Thursday,,11230,1.28,78.0,104.0,124.0,52.0,113.28571428571428,54.82917193646183,119.0,44.58009214194863,107.64285714285714,42.66164404961279,0.0,0.0,1.28,Thursday,0,0,0,2012,236,0,572,78.0,7.0,3,572
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_574,141.0,d_574,2012-08-24,7,8,Friday,,11230,1.28,85.0,152.0,143.0,92.0,110.57142857142856,55.826687593113085,116.21428571428572,45.45357491471366,108.82142857142856,41.50774454415521,0.0,0.0,1.28,Friday,0,0,0,2012,237,0,573,85.0,56.0,4,573
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_575,225.0,d_575,2012-08-25,1,8,Saturday,,11231,1.28,141.0,214.0,190.0,109.0,109.0,54.60769176590418,116.07142857142856,45.365972144013874,110.57142857142856,41.80415411878695,0.0,0.0,1.28,Saturday,1,0,0,2012,238,0,574,141.0,84.0,5,574
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_576,105.0,d_576,2012-08-26,2,8,Sunday,,11231,1.28,225.0,112.0,131.0,131.0,110.57142857142856,58.17461400203454,118.57142857142856,50.43459479016725,114.71428571428572,47.0601326459677,0.0,0.0,1.28,Sunday,1,0,0,2012,239,0,575,225.0,-120.0,6,575
FOODS_3_090_CA_1_evaluation,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,d_577,73.0,d_577,2012-08-27,3,8,Monday,,11231,1.28,105.0,85.0,93.0,72.0,109.57142857142856,58.20611978952368,116.71428571428572,50.4204301867784,113.78571428571428,46.98333600792788,0.0,0.0,1.28,Monday,0,0,0,2012,240,0,576,105.0,-32.0,0,576
